Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FGP;ThreeP;ThreePA;ThreePP;TwoP;TwoPA;TwoPP;eFGP;FT;FTA;FTP;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;NOM;APE;IMG;IMGT;;
400;Payton Pritchard;PG;25;BOS;48;3;13.4;2.1;5.1;.412;1.2;3.2;.364;0.9;1.9;.495;.527;0.3;0.3;.750;0.5;1.3;1.8;1.3;0.3;0;0.8;0.8;5.6;pa;pritc;https://www.basketball-reference.com/req/202106291/images/headshots/pritcpa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BOS-2023.png;;
9;Jose Alvarado;PG;24;NOP;61;10;21.5;3.3;8;.411;1.4;4;.336;1.9;4;.488;.496;1.1;1.3;.813;0.5;1.9;2.3;3;1.1;0.2;1.3;2;9;jo;alvar;https://www.basketball-reference.com/req/202106291/images/headshots/alvarjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
21;LaMelo Ball;PG;21;CHO;36;36;35.2;8.2;20;.411;4;10.6;.376;4.2;9.4;.450;.510;2.8;3.4;.836;1.2;5.3;6.4;8.4;1.3;0.3;3.6;3.3;23.3;la;ball;https://www.basketball-reference.com/req/202106291/images/headshots/ballla01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
333;Patty Mills;PG;34;BRK;40;2;14.2;2.2;5.2;.411;1.2;3.4;.366;0.9;1.9;.493;.529;0.6;0.8;.833;0.2;0.9;1.1;1.4;0.4;0.1;0.8;0.8;6.2;pa;mills;https://www.basketball-reference.com/req/202106291/images/headshots/millspa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
238;Reggie Jackson;PG;32;TOT;68;40;24.4;3.9;9.4;.411;1.4;4.2;.333;2.5;5.2;.474;.486;1;1.1;.910;0.4;1.8;2.1;3.4;0.7;0.1;1.7;1.7;10.2;re;jacks;https://www.basketball-reference.com/req/202106291/images/headshots/jacksre01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
460;Max Strus;SF;26;MIA;80;33;28.4;4.1;9.9;.410;2.5;7;.350;1.6;2.8;.559;.535;1;1.1;.876;0.6;2.6;3.2;2.1;0.5;0.2;0.9;2.1;11.5;ma;strus;https://www.basketball-reference.com/req/202106291/images/headshots/strusma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
529;Justise Winslow;PF;26;POR;29;11;26.8;2.8;6.8;.409;0.5;1.6;.311;2.3;5.3;.438;.444;0.7;1;.714;1.7;3.3;5;3.4;1;0.4;1.5;3.1;6.8;ju;winsl;https://www.basketball-reference.com/req/202106291/images/headshots/winslju01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
348;Markieff Morris;PF;33;TOT;35;2;10.1;1.3;3.3;.409;0.8;2;.394;0.5;1.3;.432;.530;0.3;0.3;1.000;0.4;1.7;2;0.9;0.3;0.1;0.5;1.4;3.8;ma;morri;https://www.basketball-reference.com/req/202106291/images/headshots/morrima01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
71;Reggie Bullock;SF;31;DAL;78;55;30.3;2.5;6;.409;1.9;5.1;.380;0.5;0.9;.562;.569;0.3;0.5;.703;0.4;3.2;3.6;1.4;0.7;0.2;0.5;2.1;7.2;re;bullo;https://www.basketball-reference.com/req/202106291/images/headshots/bullore01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DAL-2023.png;;
330;Sam Merrill;SG;26;CLE;5;0;11.8;1.8;4.4;.409;1;3.6;.278;0.8;0.8;1.000;.523;0.4;0.4;1.000;0;1.8;1.8;1;0.8;0;0;0.6;5;sa;merri;https://www.basketball-reference.com/req/202106291/images/headshots/merrisa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
453;Jabari Smith Jr.;PF;19;HOU;79;79;31;4.6;11.3;.408;1.5;4.9;.307;3.1;6.3;.487;.475;2.1;2.6;.786;1.5;5.7;7.2;1.3;0.5;0.9;1.3;2.9;12.8;ja;smith;https://www.basketball-reference.com/req/202106291/images/headshots/smithja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/HOU-2023.png;;
497;John Wall;PG;32;LAC;34;3;22.2;4.1;9.9;.408;1;3.2;.303;3.1;6.7;.459;.457;2.3;3.3;.681;0.4;2.3;2.7;5.2;0.8;0.4;2.4;1.7;11.4;jo;wall;https://www.basketball-reference.com/req/202106291/images/headshots/walljo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
99;Mike Conley;PG;35;UTA;43;42;29.7;3.6;8.7;.408;1.8;5;.362;1.8;3.8;.469;.511;1.8;2.2;.813;0.4;2.1;2.5;7.7;1;0.2;1.7;2.2;10.7;mi;conle;https://www.basketball-reference.com/req/202106291/images/headshots/conlemi01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
327;Rodney McGruder;SG;31;DET;32;12;16.4;1.9;4.8;.408;1.3;3;.423;0.7;1.7;.382;.543;0.6;0.7;.818;0.6;1.7;2.3;0.9;0.5;0;0.3;1.2;5.7;ro;mcgru;https://www.basketball-reference.com/req/202106291/images/headshots/mcgruro01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
22;Mo Bamba;C;24;LAL;9;1;9.8;1.2;3;.407;0.6;1.8;.313;0.7;1.2;.545;.500;0.7;1.2;.545;1.2;3.3;4.6;0.4;0.1;0.6;0.9;2.1;3.7;mo;bamba;https://www.basketball-reference.com/req/202106291/images/headshots/bambamo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
366;Kendrick Nunn;SG;27;LAL;39;2;13.5;2.6;6.4;.406;1.1;3.2;.325;1.6;3.2;.488;.488;0.4;0.5;.810;0.1;1.3;1.4;0.9;0.3;0.1;0.8;0.9;6.7;ke;nunn;https://www.basketball-reference.com/req/202106291/images/headshots/nunnke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
259;Nikola Jović;PF;19;MIA;15;8;13.6;1.9;4.6;.406;0.5;2.3;.229;1.3;2.3;.588;.464;1.2;1.3;.947;0.6;1.5;2.1;0.7;0.5;0.1;0.7;1.3;5.5;ni;jović;https://www.basketball-reference.com/req/202106291/images/headshots/jovićni01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
286;Saben Lee;PG;23;TOT;25;1;14.9;2;4.8;.405;0.4;1.2;.367;1.5;3.6;.418;.450;1.7;2.3;.737;0.5;1.3;1.8;2.7;0.8;0;1;1.3;6;sa;lee;https://www.basketball-reference.com/req/202106291/images/headshots/leesa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
276;Vit Krejci;PG;22;ATL;29;0;5.7;0.5;1.3;.405;0.2;0.7;.238;0.3;0.6;.625;.473;0;0.1;.500;0.2;0.7;0.9;0.6;0.2;0;0.2;0.6;1.2;vi;krejc;https://www.basketball-reference.com/req/202106291/images/headshots/krejcvi01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
300;Kyle Lowry;PG;36;MIA;55;44;31.2;3.6;8.8;.404;1.9;5.6;.345;1.6;3.2;.509;.514;2.1;2.5;.859;0.8;3.3;4.1;5.1;1;0.4;1.9;2.6;11.2;ky;lowry;https://www.basketball-reference.com/req/202106291/images/headshots/lowryky01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
40;Saddiq Bey;SF;23;DET;52;30;28.8;4.7;11.7;.404;1.9;5.6;.345;2.8;6;.460;.488;3.5;4;.861;1.1;3.5;4.7;1.6;1;0.2;1;1.7;14.8;sa;bey;https://www.basketball-reference.com/req/202106291/images/headshots/beysa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
123;Spencer Dinwiddie;PG;29;BRK;26;26;35.3;5.5;13.7;.404;1.7;5.7;.289;3.9;8;.488;.465;3.8;4.7;.797;0.3;3.8;4.1;9.1;1.1;0.3;2.1;2.4;16.5;sp;dinwi;https://www.basketball-reference.com/req/202106291/images/headshots/dinwisp01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
477;Juan Toscano-Anderson;SF;29;UTA;22;2;15.2;1.4;3.5;.403;0.2;1;.174;1.2;2.5;.500;.429;0.4;0.4;.889;0.6;2.2;2.9;1.8;0.3;0.1;0.8;1.5;3.4;ju;tosca;https://www.basketball-reference.com/req/202106291/images/headshots/toscaju01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
487;Gabe Vincent;PG;26;MIA;68;34;25.9;3.4;8.3;.402;1.7;5.1;.334;1.6;3.2;.512;.505;1;1.1;.872;0.4;1.7;2.1;2.5;0.9;0.1;1.4;2.3;9.4;ga;vince;https://www.basketball-reference.com/req/202106291/images/headshots/vincega01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
348;Markieff Morris;PF;33;BRK;27;1;10.6;1.2;3;.402;0.7;1.8;.408;0.5;1.2;.394;.524;0.4;0.4;1.000;0.5;1.7;2.2;0.9;0.3;0.2;0.5;1.2;3.6;ma;morri;https://www.basketball-reference.com/req/202106291/images/headshots/morrima01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
39;Patrick Beverley;SG;34;LAL;45;45;26.9;2.2;5.4;.402;1.2;3.5;.348;0.9;1.8;.506;.517;0.9;1.1;.780;0.5;2.6;3.1;2.6;0.9;0.6;0.9;2.8;6.4;pa;bever;https://www.basketball-reference.com/req/202106291/images/headshots/beverpa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
302;Théo Maledon;PG;21;CHO;44;7;19.4;2.3;5.8;.402;0.6;2.2;.295;1.7;3.6;.465;.457;1.4;1.7;.851;0.3;2.5;2.8;3.5;0.8;0.3;1.3;1.4;6.7;th;maled;https://www.basketball-reference.com/req/202106291/images/headshots/maledth01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
225;Bones Hyland;PG;22;LAC;14;0;18.9;3.9;9.8;.401;1.9;5.3;.351;2.1;4.5;.460;.496;1.1;1.4;.750;0.7;2.8;3.5;3.4;0.8;0.1;1.1;2.1;10.8;bo;hylan;https://www.basketball-reference.com/req/202106291/images/headshots/hylanbo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
189;Tim Hardaway Jr.;SF;30;DAL;71;45;30.3;4.8;11.9;.401;3;7.7;.385;1.8;4.2;.431;.527;1.8;2.3;.770;0.3;3.2;3.5;1.8;0.7;0.2;0.8;1.7;14.4;ti;harda;https://www.basketball-reference.com/req/202106291/images/headshots/hardati01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DAL-2023.png;;
250;Carlik Jones;PG;25;CHI;7;0;8;0.9;2.1;.400;0.4;0.9;.500;0.4;1.3;.333;.500;0.7;1.1;.625;0.1;0.6;0.7;0.9;0.3;0;0.3;0.3;2.9;ca;jones;https://www.basketball-reference.com/req/202106291/images/headshots/jonesca01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
436;Dereon Seabron;SG;22;NOP;5;0;2.4;0.4;1;.400;0;0;;0.4;1;.400;.400;0;0;;0.2;0;0.2;0;0;0;0;0.2;0.8;de;seabr;https://www.basketball-reference.com/req/202106291/images/headshots/seabrde01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
516;Donovan Williams;SG;21;ATL;2;0;2;1;2.5;.400;0;1;.000;1;1.5;.667;.400;0;0;;0;1;1;0;0;0;0;0;2;do;willi;https://www.basketball-reference.com/req/202106291/images/headshots/willido01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
451;Dru Smith;SG;25;TOT;15;1;10.5;1.2;3;.400;0.3;1.3;.263;0.9;1.7;.500;.456;0.2;0.2;1.000;0.1;1.5;1.6;1.5;0.7;0.3;0.2;1.5;2.9;dr;smith;https://www.basketball-reference.com/req/202106291/images/headshots/smithdr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
467;Garrett Temple;SG;36;NOP;25;0;6.5;0.7;1.8;.400;0.4;1;.423;0.3;0.8;.368;.522;0.1;0.2;.750;0.2;0.5;0.7;0.5;0.4;0.1;0.2;0.6;2;ga;templ;https://www.basketball-reference.com/req/202106291/images/headshots/templga01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/NOP-2023.png;;
404;Lester Quinones;SG;22;GSW;4;0;4.5;0.5;1.3;.400;0.5;1;.500;0;0.3;.000;.600;1;1.5;.667;0.3;0.5;0.8;0.5;0.3;0;1.3;0;2.5;le;quino;https://www.basketball-reference.com/req/202106291/images/headshots/quinole01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/GSW-2023.png;;
363;Nerlens Noel;C;28;DET;14;3;10.9;0.9;2.1;.400;0.1;0.1;.500;0.8;2;.393;.417;0.5;0.7;.700;0.5;2.1;2.6;0.5;0.9;0.6;0.6;1.8;2.3;ne;noel;https://www.basketball-reference.com/req/202106291/images/headshots/noelne01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
39;Patrick Beverley;SG-PG;34;TOT;67;67;27.1;2.1;5.4;.400;1.2;3.6;.335;1;1.8;.529;.511;0.7;1;.723;0.7;3;3.7;2.9;0.9;0.6;0.9;2.8;6.2;pa;bever;https://www.basketball-reference.com/req/202106291/images/headshots/beverpa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
225;Bones Hyland;PG;22;TOT;56;1;19.4;4.1;10.2;.399;2.1;5.6;.371;2;4.6;.434;.502;1.5;1.8;.843;0.4;2.1;2.4;3.1;0.7;0.3;1.5;1.7;11.8;bo;hylan;https://www.basketball-reference.com/req/202106291/images/headshots/hylanbo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
225;Bones Hyland;PG;22;DEN;42;1;19.5;4.1;10.3;.399;2.2;5.7;.378;2;4.6;.425;.503;1.7;2;.866;0.2;1.8;2;3;0.7;0.3;1.6;1.6;12.1;bo;hylan;https://www.basketball-reference.com/req/202106291/images/headshots/hylanbo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
472;JT Thor;PF;20;CHO;69;8;14;1.4;3.4;.399;0.6;1.8;.317;0.8;1.7;.487;.481;0.5;0.7;.702;0.5;1.7;2.2;0.5;0.3;0.3;0.6;1;3.8;jt;thor;https://www.basketball-reference.com/req/202106291/images/headshots/thorjt01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
452;Ish Smith;PG;34;DEN;43;0;9.3;1.2;3;.397;0;0.3;.167;1.2;2.8;.420;.405;0;0.1;.500;0.1;1.1;1.3;2.3;0.2;0.2;1;0.8;2.5;is;smith;https://www.basketball-reference.com/req/202106291/images/headshots/smithis01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DEN-2023.png;;
375;Victor Oladipo;SG;30;MIA;42;2;26.3;3.8;9.6;.397;1.7;5;.330;2.1;4.5;.471;.484;1.4;1.9;.747;0.4;2.7;3;3.5;1.4;0.3;2.1;2.4;10.7;vi;oladi;https://www.basketball-reference.com/req/202106291/images/headshots/oladivi01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
326;Bryce McGowens;SG;20;CHO;46;7;17.1;1.7;4.4;.396;0.6;1.7;.325;1.2;2.7;.443;.460;1.3;1.7;.750;0.4;1.6;2;1.2;0.3;0.1;0.9;1;5.3;br;mcgow;https://www.basketball-reference.com/req/202106291/images/headshots/mcgowbr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
61;Dillon Brooks;SF;27;MEM;73;73;30.3;5.4;13.6;.396;2;6;.326;3.4;7.6;.451;.468;1.6;2.1;.779;0.6;2.7;3.3;2.6;0.9;0.2;1.4;3.3;14.3;di;brook;https://www.basketball-reference.com/req/202106291/images/headshots/brookdi01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MEM-2023.png;;
36;Malik Beasley;SG;26;UTA;55;13;26.8;4.8;12.2;.396;3.1;8.6;.359;1.7;3.6;.485;.522;0.7;0.8;.841;0.5;3.1;3.6;1.7;0.8;0.1;1.1;1.4;13.4;ma;beasl;https://www.basketball-reference.com/req/202106291/images/headshots/beaslma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/UTA-2023.png;;
105;Jarrett Culver;SF;23;ATL;10;1;13.7;1.7;4.3;.395;0.1;1.2;.083;1.6;3.1;.516;.407;0.9;1.3;.692;1;2.8;3.8;0.6;0.6;0.2;0.7;1.4;4.4;ja;culve;https://www.basketball-reference.com/req/202106291/images/headshots/culveja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
36;Malik Beasley;SG;26;TOT;81;27;25.8;4.6;11.6;.395;2.9;8.1;.357;1.7;3.4;.484;.520;0.6;0.8;.769;0.4;3.1;3.5;1.5;0.8;0.1;1.1;1.3;12.7;ma;beasl;https://www.basketball-reference.com/req/202106291/images/headshots/beaslma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
37;MarJon Beauchamp;SF;22;MIL;52;11;13.5;1.8;4.7;.395;0.9;2.7;.331;0.9;1.9;.485;.492;0.5;0.7;.730;0.7;1.5;2.2;0.7;0.4;0.1;0.9;1.4;5.1;ma;beauc;https://www.basketball-reference.com/req/202106291/images/headshots/beaucma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
39;Patrick Beverley;PG;34;CHI;22;22;27.5;2.1;5.4;.395;1.1;3.7;.309;1;1.7;.579;.500;0.4;0.7;.533;0.9;4;4.9;3.5;1;0.7;0.8;2.9;5.8;pa;bever;https://www.basketball-reference.com/req/202106291/images/headshots/beverpa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHI-2023.png;;
20;Patrick Baldwin Jr.;SF;20;GSW;31;0;7.3;1.4;3.5;.394;1;2.7;.381;0.4;0.8;.440;.541;0.1;0.2;.667;0;1.3;1.3;0.4;0.2;0.1;0.4;0.5;3.9;pa;baldw;https://www.basketball-reference.com/req/202106291/images/headshots/baldwpa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/GSW-2023.png;;
485;Fred VanVleet;PG;28;TOR;69;69;36.7;6.3;16.1;.393;3;8.8;.342;3.3;7.3;.455;.486;3.7;4.1;.898;0.4;3.6;4.1;7.2;1.8;0.6;2;2.8;19.3;fr;vanvl;https://www.basketball-reference.com/req/202106291/images/headshots/vanvlfr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOR-2023.png;;
63;Greg Brown III;PF;21;POR;16;0;5.8;0.7;1.8;.393;0.1;0.4;.143;0.6;1.3;.476;.411;0.3;0.8;.417;0.1;1.1;1.2;0.2;0.3;0.3;0.4;0.8;1.8;gr;brown;https://www.basketball-reference.com/req/202106291/images/headshots/browngr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/POR-2023.png;;
503;Lindy Waters III;SG;25;OKC;41;0;13;1.7;4.3;.393;1.4;4;.358;0.3;0.4;.750;.556;0.4;0.5;.800;0.4;1.4;1.8;0.7;0.3;0.3;0.2;1;5.2;li;water;https://www.basketball-reference.com/req/202106291/images/headshots/waterli01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
286;Saben Lee;PG;23;PHO;23;1;15.8;2;5.1;.393;0.5;1.3;.379;1.5;3.8;.398;.440;1.8;2.5;.737;0.6;1.4;2;2.8;0.8;0;0.9;1.3;6.3;sa;lee;https://www.basketball-reference.com/req/202106291/images/headshots/leesa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHO-2023.png;;
305;Tre Mann;PG;21;OKC;67;5;17.7;2.9;7.5;.393;1.2;3.8;.315;1.7;3.6;.475;.474;0.6;0.8;.764;0.4;1.9;2.3;1.8;0.6;0.2;0.9;1.5;7.7;tr;mann;https://www.basketball-reference.com/req/202106291/images/headshots/manntr01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
36;Malik Beasley;SG;26;LAL;26;14;23.9;4;10.3;.392;2.5;7.2;.353;1.5;3.1;.481;.515;0.5;0.8;.619;0.3;3;3.3;1.2;0.8;0;1.2;1.2;11.1;ma;beasl;https://www.basketball-reference.com/req/202106291/images/headshots/beaslma01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAL-2023.png;;
100;Pat Connaughton;SF;30;MIL;61;33;23.7;2.7;6.9;.392;1.8;5.3;.339;0.9;1.6;.566;.521;0.4;0.7;.659;0.8;3.8;4.6;1.3;0.6;0.2;0.5;1.1;7.6;pa;conna;https://www.basketball-reference.com/req/202106291/images/headshots/connapa01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
146;Dorian Finney-Smith;PF;29;TOT;66;66;30.4;3;7.6;.391;1.7;5.1;.337;1.2;2.5;.503;.505;0.7;0.9;.763;1.7;3.1;4.8;1.5;0.8;0.5;0.9;2.2;8.3;do;finne;https://www.basketball-reference.com/req/202106291/images/headshots/finnedo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
371;Josh Okogie;SG;24;PHO;72;26;18.8;2.3;5.8;.391;0.9;2.7;.335;1.3;3;.442;.471;1.9;2.7;.724;1.5;2;3.5;1.5;0.8;0.5;0.9;1.6;7.3;jo;okogi;https://www.basketball-reference.com/req/202106291/images/headshots/okogijo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/PHO-2023.png;;
312;Tyrese Martin;SG;23;ATL;16;0;4.1;0.6;1.4;.391;0.1;0.4;.143;0.5;1;.500;.413;0.1;0.1;1.000;0.3;0.4;0.8;0.1;0.1;0;0.1;0.1;1.3;ty;marti;https://www.basketball-reference.com/req/202106291/images/headshots/martity01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/ATL-2023.png;;
310;Cody Martin;SF;27;CHO;7;0;19.1;2;5.1;.389;0.4;2;.214;1.6;3.1;.500;.431;0.6;1;.571;1.1;2.3;3.4;1.6;0.6;0.1;0.3;1.9;5;co;marti;https://www.basketball-reference.com/req/202106291/images/headshots/martico01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CHO-2023.png;;
132;Goran Dragić;PG;36;MIL;7;0;11.9;2;5.1;.389;1;2.4;.412;1;2.7;.368;.486;0.6;0.6;1.000;0.4;1.3;1.7;1.7;0.3;0;1;0.3;5.6;go;dragi;https://www.basketball-reference.com/req/202106291/images/headshots/dragigo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
282;Jake LaRavia;PF;21;MEM;35;0;11.8;1.1;2.7;.389;0.7;2;.338;0.4;0.7;.542;.516;0.2;0.3;.778;0.5;1.3;1.8;0.6;0.3;0.1;0.5;1.4;3;ja;larav;https://www.basketball-reference.com/req/202106291/images/headshots/laravja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MEM-2023.png;;
299;Kevin Love;PF;34;TOT;62;20;20;2.7;6.8;.389;1.6;4.8;.334;1.1;2.1;.516;.506;1.3;1.5;.879;1;5.5;6.4;1.9;0.3;0.2;1.1;1.6;8.2;ke;love;https://www.basketball-reference.com/req/202106291/images/headshots/loveke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
299;Kevin Love;PF;34;CLE;41;3;20;2.7;7;.389;1.7;4.8;.354;1;2.2;.467;.511;1.4;1.5;.889;1;5.8;6.8;1.9;0.2;0.2;1.1;1.6;8.5;ke;love;https://www.basketball-reference.com/req/202106291/images/headshots/loveke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/CLE-2023.png;;
299;Kevin Love;PF;34;MIA;21;17;20;2.6;6.6;.388;1.4;4.8;.297;1.1;1.8;.632;.496;1.1;1.3;.857;0.8;4.9;5.7;1.9;0.4;0.2;1.1;1.5;7.7;ke;love;https://www.basketball-reference.com/req/202106291/images/headshots/loveke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIA-2023.png;;
127;Luguentz Dort;SF;23;OKC;74;73;30.7;4.6;11.8;.388;1.8;5.5;.330;2.8;6.3;.440;.466;2.7;3.5;.772;1.7;2.9;4.6;2.1;1;0.3;1.2;3.3;13.7;lu;dort;https://www.basketball-reference.com/req/202106291/images/headshots/dortlu01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/OKC-2023.png;;
141;Kessler Edwards;SF;22;TOT;36;4;10.7;1;2.6;.387;0.5;1.5;.309;0.5;1.1;.500;.478;0.3;0.4;.733;0.6;1.1;1.7;0.6;0.4;0.2;0.4;1.1;2.8;ke;edwar;https://www.basketball-reference.com/req/202106291/images/headshots/edwarke01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/TOT-2023.png;;
95;Amir Coffey;SF;25;LAC;50;9;12.5;1.1;2.9;.386;0.2;0.8;.275;0.9;2.1;.429;.424;1;1.3;.778;0.3;0.7;1.1;1.1;0.1;0.1;0.4;1;3.4;am;coffe;https://www.basketball-reference.com/req/202106291/images/headshots/coffeam01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/LAC-2023.png;;
411;Jared Rhoden;SG;23;DET;14;0;14.1;1.2;3.1;.386;0.4;1.4;.250;0.9;1.7;.500;.443;0.4;0.4;1.000;0.8;1.9;2.6;0.3;0.3;0.1;0.2;1.6;3.2;ja;rhode;https://www.basketball-reference.com/req/202106291/images/headshots/rhodeja01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/DET-2023.png;;
111;Johnny Davis;SG;20;WAS;28;5;15.1;2.4;6.1;.386;0.6;2.5;.243;1.8;3.6;.485;.436;0.5;1;.519;0.4;2;2.3;1;0.4;0.3;0.6;1.7;5.8;jo;davis;https://www.basketball-reference.com/req/202106291/images/headshots/davisjo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/WAS-2023.png;;
368;Jordan Nwora;SF;24;MIL;38;3;15.7;2;5.2;.386;1.1;2.7;.392;0.9;2.5;.379;.487;1;1.1;.860;0.8;2.3;3.1;1;0.3;0.2;0.9;0.9;6;jo;nwora;https://www.basketball-reference.com/req/202106291/images/headshots/nworajo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/MIL-2023.png;;
59;Oshae Brissett;PF;24;IND;65;2;16.7;1.9;4.9;.386;0.7;2.4;.310;1.2;2.5;.457;.461;1.6;2.2;.717;1;2.4;3.4;0.7;0.5;0.2;0.5;1.2;6.1;os;briss;https://www.basketball-reference.com/req/202106291/images/headshots/brissos01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/IND-2023.png;;
369;Royce O'Neale;SF;29;BRK;76;53;31.7;3;7.8;.386;2.1;5.5;.389;0.9;2.3;.379;.524;0.7;0.9;.725;0.7;4.3;5.1;3.7;0.9;0.6;1.5;3.1;8.8;ro;o'nea;https://www.basketball-reference.com/req/202106291/images/headshots/o'nearo01.jpg;https://cdn.ssref.net/req/202309221/tlogo/bbr/BRK-2023.png;;
